城市,行政區,場站名稱,經度,緯度,OSM是否捷運站,OSM是否火車站,OSM是否公車站,OSM是否學校,OSM是否公園,OSM是否商圈,OSM是否醫院,場站,場站分類來源,場站分類狀態,分類版本
新北市,八里區,龍米河濱公園,121.44684,25.14455,False,False,True,True,False,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,八里區,龍米路二段205巷口,121.43231,25.1585,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央中華路口(金城),121.43808,24.96875,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央公園(莊園街),121.44565,24.98205,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,中央公園地下停車場,121.44478,24.98276,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,中央慶利街口(風華綠中央社區),121.44052,24.97338,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央路一段292巷口,121.44383,24.98279,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央路三段281巷,121.42679,24.96314,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央路二段180巷,121.44162,24.97616,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中央路四段33號北側,121.42329,24.96222,True,False,True,False,False,False,False,"捷運站,公車站",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中山1號科技總部,121.41212396244534,24.96044660965163,False,False,False,False,True,False,False,公園,OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中山三民路口(土城工業區),121.42122,24.96287,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中華中央路一段242巷口,121.44348,24.98551,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中華城林路口,121.43883,24.97525,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中華日新街口,121.44463,24.98756,False,False,True,False,False,True,False,"公車站,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中華裕華街口,121.4472,24.99003,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,中華路一段70巷口,121.4454,24.98825,True,False,True,False,False,True,True,"捷運站,公車站,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,亞洲員安路口,121.43485,24.97256,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,和平路105號,121.45129,24.96847,False,False,False,False,False,False,False,,OpenStreetMap已查詢,300公尺內無七類設施,本機OSM_300公尺_v1
新北市,土城區,員和公園,121.44275033207956,24.978918316048684,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,員林平面停車場,121.44437,24.97681,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,員林社區公園,121.44328,24.97784,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,土城仁愛社區公園,121.46035,24.98071,False,False,True,False,True,True,False,"公車站,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,土城區公所,121.44316,24.9719,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,土城國中,121.43037,24.96243,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,土城國中(永安街115巷),121.42894,24.96316,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,土城國小(興城路),121.44149,24.97267,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,土城紫藤廊道(學海街),121.44836,24.97923,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,土城綜合球場,121.4542,24.97872,False,False,True,False,False,False,False,公車站,OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,土城綜合體育場,121.453797,24.984095,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,大安中央路口,121.43264,24.96576,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,大安市民活動中心,121.43935,24.96595,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,學士學府路口(大苑社區),121.44580101471448,24.9769584499386,False,False,True,False,True,True,True,"公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,學士龍山二街口(金城舞2社區),121.45049,24.97991,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,學府中正路口(A+社區),121.44534,24.97551,True,False,True,False,True,True,True,"捷運站,公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,學成公園,121.45151,24.98803,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,廣福國小,121.45506,24.98713,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,廣福派出所,121.45655,24.98816,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,延吉街111巷1弄,121.47171,24.98623,False,False,False,True,False,True,False,"學校,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,延吉街291巷口,121.46716,24.98394,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,延吉街47巷口,121.47236,24.98795,True,False,True,True,False,True,False,"捷運站,公車站,學校,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,延和廣場,121.46415,24.98704,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,延和社區公園,121.46882,24.99018,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,惜福公園,121.44815,24.98144,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,承天路4巷(MRT社區),121.43617,24.964,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運土城站(1號出口),121.44418,24.97314,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運土城站(2號出口),121.44395,24.9728,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運土城站(3號出口),121.44527,24.9739,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運媽祖田站,121.41185,24.95381,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運永寧站(2號出口),121.43554,24.96613,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運永寧站(3號出口),121.43688,24.96711,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運永寧站(4號出口),121.43677,24.96744,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運海山站(1號出口),121.44855,24.98441,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運海山站(2號出口),121.44875,24.98457,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運海山站(3號出口),121.44935,24.98677,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運海山站(3號出口)轉乘停車場,121.44911,24.98639,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運頂埔站(2號出口),121.4178,24.95852,True,False,True,False,True,True,False,"捷運站,公車站,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運頂埔站(3號出口),121.42,24.95996,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,捷運頂埔站(福田路),121.4178,24.95852,True,False,True,False,True,True,False,"捷運站,公車站,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,斬龍山遺址文化公園,121.4477,24.97666,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,新北高工,121.45054,24.98344,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,新北高工(學士路),121.45277,24.98216,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,新北高工(明德路),121.4515,24.98112,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,新洲擺接堡路口,121.43742,24.97781,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,日和中華路口,121.44283,24.98402,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,明德平面停車場,121.46628,24.98403,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,明德青和街口,121.45754,24.97738,False,False,True,False,False,True,False,"公車站,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,永豐路157巷口,121.46709,24.98171,False,False,True,True,True,True,False,"公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,沛陂社區公園,121.41969877977414,24.963262311576905,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,清和里(青雲路),121.45874,24.97513,False,False,True,True,False,True,False,"公車站,學校,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,清水社區公園,121.46353,24.98382,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,清水高中,121.46547,24.982,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,清水高中(國際路),121.46498,24.98034,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,立德青雲路口,121.46102,24.9883,False,False,True,True,True,True,False,"公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,莊園街(金城舞5社區),121.44792,24.981311,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,莒光四村停車場,121.44639,24.98716,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,華南頂埔科技大樓,121.41716,24.96046,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,裕民路55巷,121.44948,24.9886,True,False,True,False,True,True,True,"捷運站,公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,裕民路口(清水路),121.45616,24.98157,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,裕生停車場,121.44687,24.9846,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,裕華街,121.44643,24.9905,True,False,True,False,True,False,True,"捷運站,公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城峯廷街口,121.46864,24.98814,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城忠義路口,121.44024,24.9691,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城明德路口(東北側),121.45311,24.98078,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城立德路口,121.46602,24.98689,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城立體停車場,121.45795,24.98367,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城裕民路口(中正國中),121.45619,24.98288,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,金城裕民路口(金城舞社區),121.45466,24.98156,True,False,True,True,True,False,True,"捷運站,公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城路三段156號前,121.46708,24.98728,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城路三段52巷,121.46609,24.98635,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城路二段61巷口(聯邦銀行),121.45077,24.97886,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,金城龍山二街口,121.45096,24.97881,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,長風社區,121.43937,24.97811,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,雲溪廣場(青雲路183巷),121.45961,24.9827,True,False,True,True,True,True,False,"捷運站,公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,青山廣場,121.45987,24.97793,False,False,True,False,True,True,False,"公車站,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,青隆青福街口,121.45665,24.97974,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,青雲路411巷口(樂晴市樂郡區社區),121.45911,24.97582,False,False,True,False,True,True,False,"公車站,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,青雲路434巷口,121.45915,24.97193,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,青雲路451巷口(紐約艾美社區),121.45873,24.97475,False,False,True,True,False,True,False,"公車站,學校,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,土城區,頂埔國小,121.4144,24.95636,False,False,True,True,True,True,False,"公車站,學校,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,頂埔市場,121.41504,24.95816,False,False,True,True,True,True,False,"公車站,學校,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,頂新公園,121.41425,24.95397,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,土城區,頂新祖田市民活動中心,121.41211,24.95319,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,坪林區,國中碇坪路二段口,121.71259,24.93666,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,坪林區,坪林旅遊服務中心,121.70528,24.93522,False,False,True,False,False,False,False,公車站,OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,坪林區,坪林茶業博物館,121.71254,24.93475,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,坪林區,水柳腳立體停車場,121.71021,24.93555,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,平溪區,十分遊客中心,121.78279,25.04711,False,False,True,False,False,False,False,公車站,OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,平溪區,嶺腳車站,121.74788,25.03005,False,True,True,False,False,False,False,"火車站,公車站",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,平溪區,平溪國中,121.73422,25.02348,False,False,True,True,False,False,False,"公車站,學校",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,平溪區,平溪市民活動中心,121.7372,25.02484,False,True,True,True,False,False,True,"火車站,公車站,學校,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,平溪區,菁桐老街,121.72448,25.02398,False,True,True,True,True,False,False,"火車站,公車站,學校,公園,商圈",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,三民地下停車場,121.53718,24.97097,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中印青潭廠,121.55947,24.95446,False,False,True,True,False,False,False,"公車站,學校",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中央新村(中央三街),121.52488,24.9764,False,False,True,False,True,True,False,"公車站,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中央陸橋(中央一街),121.52736,24.97371,True,False,True,False,True,True,False,"捷運站,公車站,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中山路31巷(波爾多2社區),121.52478,24.9803,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中正國小,121.53646,24.9714,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,中正民權路口,121.5336,24.98263,False,False,True,True,False,False,False,"公車站,學校",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中正路144巷口,121.5419,24.97148,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中正路284巷,121.53842,24.9747,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中正路399巷口,121.53455,24.9771,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興中正路口,121.54617,24.96991,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興寶慶街口,121.54195,24.98694,True,False,True,True,True,False,True,"捷運站,公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興寶橋路口,121.54687,24.97618,False,False,True,True,True,True,False,"公車站,學校,公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興文化路口(東南側),121.5445,24.98037,True,False,True,False,True,True,True,"捷運站,公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興檳榔路口,121.54185,24.96337,False,False,True,False,False,False,True,"公車站,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中興路2段100巷口,121.5475,24.97136,False,False,True,False,True,False,True,"公車站,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中華郵政五城郵局,121.47917,24.94483,False,False,True,False,False,False,False,公車站,OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,中華郵政玫瑰城郵局,121.49674,24.94702,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,五峰國中,121.54311,24.96601,True,False,True,True,True,False,True,"捷運站,公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,光明街,121.54009,24.96316,False,False,True,False,False,False,True,"公車站,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,北城生活廣場(富貴街),121.49409,24.94888,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,北新國小,121.54443,24.97423,True,False,True,True,True,False,True,"捷運站,公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,北新新生街口,121.54061,24.96561,True,False,True,True,True,False,True,"捷運站,公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,北新路二段228巷口,121.54284,24.97775,True,False,True,False,True,True,True,"捷運站,公車站,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,十四張啓文路口,121.52978,24.98055,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,十四張央北二路口(波爾多社區),121.52635,24.98285,True,False,True,False,True,False,False,"捷運站,公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,十四張歷史公園(北側),121.52689,24.9798,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,十四張歷史公園(南側),121.52844,24.979,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,十四張歷史建築園區(文記街),121.52792,24.98065,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,博愛中正路口,121.54072,24.97282,True,False,True,True,True,True,True,"捷運站,公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,台北慈濟醫院,121.537,24.9859,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,台灣科技總部,121.54905,24.97344,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,吉安停車場,121.51635,24.96623,True,False,True,True,True,False,False,"捷運站,公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,啟文央北二路口(中央公園社區),121.52935,24.97976,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,國家人權博物館,121.53198,24.98835,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,大豐公園停車場,121.53587,24.97875,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,大豐里(建國路),121.53799,24.97991,False,False,True,True,True,True,True,"公車站,學校,公園,商圈,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,大鵬華城,121.53398,24.99116,False,False,True,False,True,False,False,"公車站,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,天山公園(永安街),121.51753,24.98652,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺＋場站名稱,已分類,本機OSM_300公尺_v1
新北市,新店區,央北三中央路口(全陽大璽),121.53339,24.97878,False,False,True,True,True,False,True,"公車站,學校,公園,醫院",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,央北二月記街口,121.53008,24.97763,False,False,True,True,True,False,False,"公車站,學校,公園",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
新北市,新店區,央北新村平面停車場,121.52737,24.97752,False,False,False,False,True,True,False,"公園,商圈",OpenStreetMap300公尺,已分類,本機OSM_300公尺_v1
