城市,行政區,場站名稱,分群
新北市,永和區,福和國中,均衡流動型
新北市,永和區,福和國中(永利路),醫院周邊－雙尖峰高流動型
新北市,永和區,福和國中停車場,均衡流動型
新北市,永和區,福和橋,醫院周邊－雙尖峰高流動型
新北市,永和區,福和自強街28巷口,醫院周邊－雙尖峰高流動型
新北市,永和區,福和路7巷口,醫院周邊－雙尖峰高流動型
新北市,永和區,秀得里(成功路二段),醫院周邊－雙尖峰高流動型
新北市,永和區,秀朗國小,均衡流動型
新北市,永和區,秀朗路二段24巷16弄24號,醫院周邊－雙尖峰高流動型
新北市,永和區,雙和公園,醫院周邊－雙尖峰高流動型
新北市,永和區,雙和橋,均衡流動型
新北市,永和區,頂溪國小,均衡流動型
新北市,永和區,頂溪國小地下停車場,醫院周邊－雙尖峰高流動型
新北市,汐止區,下街福德宮,平穩低波動型
新北市,汐止區,世貿國家公園社區,平穩低波動型
新北市,汐止區,中興工建路口,均衡流動型
新北市,汐止區,中興福德三路口,醫院周邊－雙尖峰高流動型
新北市,汐止區,中華街57巷口,平穩低波動型
新北市,汐止區,五堵橋下籃球場,平穩低波動型
新北市,汐止區,五堵火車站,均衡流動型
新北市,汐止區,五堵車站(長安路),平穩低波動型
新北市,汐止區,仁愛路151巷口,均衡流動型
新北市,汐止區,伯爵山莊第二期(康寧街),平穩低波動型
新北市,汐止區,保長公園,平穩低波動型
新北市,汐止區,保長路51巷口,平穩低波動型
新北市,汐止區,北港國小,平穩低波動型
新北市,汐止區,南興公園,均衡流動型
新北市,汐止區,原興廣場,平穩低波動型
新北市,汐止區,台灣科學園區,平穩低波動型
新北市,汐止區,台練橋,醫院周邊－雙尖峰高流動型
新北市,汐止區,同興大同路口,均衡流動型
新北市,汐止區,同興工建路口,平穩低波動型
新北市,汐止區,啟德橋(招商街),醫院周邊－雙尖峰高流動型
新北市,汐止區,國泰綜合醫院,均衡流動型
新北市,汐止區,大同建成路口,均衡流動型
新北市,汐止區,大同路三段148號,平穩低波動型
新北市,汐止區,崇德國小,均衡流動型
新北市,汐止區,崇德橋東活動中心,均衡流動型
新北市,汐止區,工建樟樹一路口,均衡流動型
新北市,汐止區,康寧街307巷,平穩低波動型
新北市,汐止區,康福公園,平穩低波動型
新北市,汐止區,建成段平面停車場,平穩低波動型
新北市,汐止區,建成路142巷口,均衡流動型
新北市,汐止區,忠山市民活動中心,平穩低波動型
新北市,汐止區,文化白雲公園,均衡流動型
新北市,汐止區,春之霖社區,平穩低波動型
新北市,汐止區,東勢宜興活動中心,平穩低波動型
新北市,汐止區,東方科學園區,均衡流動型
新北市,汐止區,樟樹一山光路口,平穩低波動型
新北市,汐止區,樟樹國小,均衡流動型
新北市,汐止區,樟樹國小(樟樹一路145巷口),醫院周邊－雙尖峰高流動型
新北市,汐止區,樟江大橋,平穩低波動型
新北市,汐止區,橋東里(忠孝東路),平穩低波動型
新北市,汐止區,民族二街明峰街口,平穩低波動型
新北市,汐止區,水蓮山莊,平穩低波動型
新北市,汐止區,水返腳公園,均衡流動型
新北市,汐止區,汐止公園,火車站周邊－通勤到達型－高滿車風險
新北市,汐止區,汐止區公所,平穩低波動型
新北市,汐止區,汐止區綜合運動場,均衡流動型
新北市,汐止區,汐止區農會附設老人活動中心,火車站周邊－通勤到達型－高滿車風險
新北市,汐止區,汐止國小,醫院周邊－雙尖峰高流動型
新北市,汐止區,汐止國民運動中心,醫院周邊－雙尖峰高流動型
新北市,汐止區,汐止國民運動中心游泳池(忠孝東路),醫院周邊－雙尖峰高流動型
新北市,汐止區,汐止火車站,均衡流動型
新北市,汐止區,汐止火車站停車場,均衡流動型
新北市,汐止區,汐科火車站(北),均衡流動型
新北市,汐止區,汐科火車站(南),均衡流動型
新北市,汐止區,汐萬康寧街口,平穩低波動型
新北市,汐止區,汐萬抽水站,平穩低波動型
新北市,汐止區,汐萬路一段343巷,平穩低波動型
新北市,汐止區,江北二橋,均衡流動型
新北市,汐止區,湖光市民活動中心,平穩低波動型
新北市,汐止區,濱湖大第(康寧街),平穩低波動型
新北市,汐止區,白雲國小,均衡流動型
新北市,汐止區,矽谷園區,均衡流動型
新北市,汐止區,福德一路201巷口(福德ONE社區),均衡流動型
新北市,汐止區,福德一路392巷41弄口,平穩低波動型
新北市,汐止區,福德一路392巷口,平穩低波動型
新北市,汐止區,福德二路19巷口,平穩低波動型
新北市,汐止區,秀峰國小(仁愛路106巷),醫院周邊－雙尖峰高流動型
新北市,汐止區,秀峰高中(忠孝東路),醫院周邊－雙尖峰高流動型
新北市,汐止區,茄苳茄福街口,平穩低波動型
新北市,汐止區,華城橋（康寧街61巷）,平穩低波動型
新北市,汐止區,蘭庭序大廈,平穩低波動型
新北市,汐止區,連興龍安路口,均衡流動型
新北市,汐止區,金龍公園,平穩低波動型
新北市,汐止區,金龍國小,平穩低波動型
新北市,汐止區,長安橋(吉祥街12巷),平穩低波動型
新北市,汐止區,長興橋,平穩低波動型
新北市,汐止區,長興街二段62號,醫院周邊－雙尖峰高流動型
新北市,汐止區,雍和科學園區,平穩低波動型
新北市,汐止區,青山國民中小學,均衡流動型
新北市,泰山區,台北花園廣場社區,平穩低波動型
新北市,泰山區,台貿三村停車場,平穩低波動型
新北市,泰山區,台麗街13巷,醫院周邊－雙尖峰高流動型
新北市,泰山區,同興公園,醫院周邊－雙尖峰高流動型
新北市,泰山區,山腳停車場,平穩低波動型
新北市,泰山區,捷運泰山站,醫院周邊－雙尖峰高流動型
新北市,泰山區,捷運泰山站(4號出口),醫院周邊－雙尖峰高流動型
新北市,泰山區,捷運泰山貴和站,醫院周邊－雙尖峰高流動型
新北市,泰山區,文中一平面停車場,平穩低波動型
新北市,泰山區,新五泰國民運動中心,醫院周邊－雙尖峰高流動型
新北市,泰山區,新北大道幸福路口(大道鎏域社區),平穩低波動型
新北市,泰山區,明志國小,平穩低波動型
新北市,泰山區,明志科技大學,均衡流動型
新北市,泰山區,明志貴鳳街口,平穩低波動型
新北市,泰山區,楓樹腳公園,平穩低波動型
新北市,泰山區,泰山國小,平穩低波動型
新北市,泰山區,泰山體育館,平穩低波動型
新北市,泰山區,泰山高中,均衡流動型
新北市,泰山區,義仁市民活動中心,醫院周邊－雙尖峰高流動型
新北市,泰山區,義學國小,平穩低波動型
新北市,泰山區,莊泰坡雅路口(沐光社區),平穩低波動型
新北市,泰山區,莊泰義東街口(新潤A5社區),平穩低波動型
新北市,泰山區,莊田信華三街口(潤見築社區),均衡流動型
新北市,泰山區,貴和市民活動中心,平穩低波動型
新北市,泰山區,貴子路36巷3弄口,醫院周邊－雙尖峰高流動型
新北市,淡水區,中山北新春街口,均衡流動型
新北市,淡水區,中正東路一段81巷,平穩低波動型
新北市,淡水區,中正淡海路口,平穩低波動型
新北市,淡水區,大庄一號公園,平穩低波動型
新北市,淡水區,大庄福德宮,平穩低波動型
新北市,淡水區,崁頂三後洲路一段路口,平穩低波動型
新北市,淡水區,崁頂三路,平穩低波動型
新北市,淡水區,崁頂市民活動中心,平穩低波動型
新北市,淡水區,崁頂林子福德宮,平穩低波動型
新北市,淡水區,捷運淡水站,均衡流動型
新北市,淡水區,捷運淡水站(中正東路),醫院周邊－雙尖峰高流動型
新北市,淡水區,捷運淡水站(中正鼻頭街口),醫院周邊－雙尖峰高流動型
新北市,淡水區,捷運竹圍站,均衡流動型
新北市,淡水區,捷運紅樹林站,平穩低波動型
新北市,淡水區,文中四公園,平穩低波動型
新北市,淡水區,文化機車立體停車場,均衡流動型
新北市,淡水區,新市一中山北路口,平穩低波動型
新北市,淡水區,新市一路一段256巷口,醫院周邊－雙尖峰高流動型
新北市,淡水區,新市一路一段331巷/義山路一段163巷口(東南側),平穩低波動型
新北市,淡水區,新市一路一段99巷口,平穩低波動型
新北市,淡水區,新市三崁頂三路口,平穩低波動型
新北市,淡水區,新市三崁頂五路口,平穩低波動型
新北市,淡水區,新市三義山路口,醫院周邊－雙尖峰高流動型
新北市,淡水區,新市二後洲路口,平穩低波動型
新北市,淡水區,新市二路三段/濱海路二段202巷口,平穩低波動型
新北市,淡水區,新市二路三段36巷口,平穩低波動型
新北市,淡水區,新市二路二段,平穩低波動型
新北市,淡水區,新市二路四段,平穩低波動型
新北市,淡水區,新市二路四段230巷,平穩低波動型
新北市,淡水區,新市五義山路口,均衡流動型
新北市,淡水區,新市六後洲路口,平穩低波動型
新北市,淡水區,新市國小,平穩低波動型
新北市,淡水區,新春街125巷(樂活绽社區),平穩低波動型
新北市,淡水區,新民新春街口,醫院周邊－雙尖峰高流動型
新北市,淡水區,新民街120巷,醫院周邊－雙尖峰高流動型
新北市,淡水區,新民街一段(台北灣社區),平穩低波動型
新北市,淡水區,正德國中,均衡流動型
新北市,淡水區,民族路33巷,平穩低波動型
新北市,淡水區,民權路3巷12弄口,平穩低波動型
新北市,淡水區,水碓立體停車場,醫院周邊－雙尖峰高流動型
新北市,淡水區,水管公園,平穩低波動型
新北市,淡水區,沙崙新民街口,平穩低波動型
新北市,淡水區,沙崙路151巷口,平穩低波動型
新北市,淡水區,沙崙路216巷口,平穩低波動型
新北市,淡水區,淡水中正路停車場,醫院周邊－雙尖峰高流動型
新北市,淡水區,淡水公23公園,平穩低波動型
新北市,淡水區,淡水國民運動中心,平穩低波動型
新北市,淡水區,淡水新市鎮兒童公園,平穩低波動型
新北市,淡水區,淡水老街廣場,醫院周邊－雙尖峰高流動型
新北市,淡水區,淡水行政中心,醫院周邊－雙尖峰高流動型
新北市,淡水區,淡江大學(水源街),醫院周邊－雙尖峰高流動型
新北市,淡水區,淡江教會文教中心,平穩低波動型
新北市,淡水區,淡海路182巷口,平穩低波動型
新北市,淡水區,淡金路38巷尾,醫院周邊－雙尖峰高流動型
新北市,淡水區,滬尾藝文休閒園區,平穩低波動型
新北市,淡水區,漁人碼頭,平穩低波動型
新北市,淡水區,濱海路一段111巷口(西側),平穩低波動型
新北市,淡水區,濱海路一段306巷60弄,平穩低波動型
新北市,淡水區,濱海路一段306巷9弄,平穩低波動型
新北市,淡水區,濱海路一段370號,平穩低波動型
新北市,淡水區,濱海路二段/濱海路二段202巷,平穩低波動型
新北市,淡水區,濱海路二段202巷,醫院周邊－雙尖峰高流動型
新北市,淡水區,程氏古厝,平穩低波動型
新北市,淡水區,竹圍公園,醫院周邊－雙尖峰高流動型
新北市,淡水區,竹圍國小,平穩低波動型
新北市,淡水區,竿蓁市民活動中心,平穩低波動型
新北市,淡水區,美麗新淡海影城,平穩低波動型
新北市,淡水區,義山新市一路口,平穩低波動型
新北市,淡水區,聖約翰科技大學,平穩低波動型
新北市,淡水區,臺北海洋科技大學,平穩低波動型
新北市,淡水區,衛教公園,平穩低波動型
新北市,淡水區,輕軌崁頂站,平穩低波動型
新北市,淡水區,輕軌崁頂站(西側),平穩低波動型
新北市,淡水區,輕軌新市一路站,平穩低波動型
新北市,淡水區,輕軌沙崙站,平穩低波動型
新北市,淡水區,輕軌淡水行政中心站,均衡流動型
新北市,淡水區,輕軌淡江大學站,均衡流動型
新北市,淡水區,輕軌淡海新市鎮站,平穩低波動型
新北市,淡水區,輕軌淡金北新站,平穩低波動型
新北市,淡水區,輕軌淡金鄧公站,平穩低波動型
新北市,淡水區,輕軌漁人碼頭站,平穩低波動型
新北市,淡水區,輕軌濱海沙崙站,平穩低波動型
新北市,淡水區,輕軌濱海義山站(西南側),醫院周邊－雙尖峰高流動型
新北市,淡水區,輕軌竿蓁林站,醫院周邊－雙尖峰高流動型
新北市,淡水區,輕軌紅樹林站,平穩低波動型
新北市,淡水區,鄧公路30巷,醫院周邊－雙尖峰高流動型
新北市,深坑區,埔新街61巷口,平穩低波動型
新北市,深坑區,東南科技大學,平穩低波動型
新北市,深坑區,深坑區公所(深坑老街),均衡流動型
新北市,深坑區,深坑國中,平穩低波動型
新北市,深坑區,深坑松柏街,平穩低波動型
新北市,深坑區,深坑雲鄉路,平穩低波動型
新北市,烏來區,烏來公車總站,火車站周邊－通勤到達型－高滿車風險
新北市,烏來區,烏來老街,火車站周邊－通勤到達型－高滿車風險
新北市,瑞芳區,三貂嶺隧道(金字橋),火車站周邊－通勤到達型－高滿車風險
新北市,瑞芳區,水湳洞停車場,火車站周邊－通勤到達型－高滿車風險
新北市,瑞芳區,深澳漁港,平穩低波動型
新北市,瑞芳區,深澳鐵道自行車八斗子站,火車站周邊－通勤到達型－高滿車風險
新北市,瑞芳區,猴硐火車站,火車站周邊－通勤到達型－高滿車風險
新北市,瑞芳區,瑞峰橋,均衡流動型
新北市,瑞芳區,瑞芳棒球場,平穩低波動型
新北市,瑞芳區,瑞芳火車站,平穩低波動型
新北市,瑞芳區,瑞芳運動公園,平穩低波動型
新北市,石碇區,淡蘭吊橋,火車站周邊－通勤到達型－高滿車風險
新北市,石碇區,烏塗窟聚福宮,火車站周邊－通勤到達型－高滿車風險
新北市,石碇區,石碇,火車站周邊－通勤到達型－高滿車風險
新北市,石門區,富基漁港,火車站周邊－通勤到達型－高滿車風險
新北市,石門區,白沙灣,火車站周邊－通勤到達型－高滿車風險
新北市,石門區,石門婚紗廣場,火車站周邊－通勤到達型－高滿車風險
新北市,石門區,石門風箏公園停車場,火車站周邊－通勤到達型－高滿車風險
新北市,石門區,草里,火車站周邊－通勤到達型－高滿車風險
新北市,萬里區,大鵬停車場,平穩低波動型
新北市,萬里區,獅子公園,火車站周邊－通勤到達型－高滿車風險
新北市,萬里區,翡翠灣,平穩低波動型
新北市,萬里區,翡翠灣停車場,火車站周邊－通勤到達型－高滿車風險
新北市,萬里區,萬里區行政中心,平穩低波動型
新北市,萬里區,野柳地質公園,火車站周邊－通勤到達型－高滿車風險
新北市,萬里區,龜吼停車場,火車站周邊－通勤到達型－高滿車風險
新北市,蘆洲區,三民中山一路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,三民民族路口,平穩低波動型
新北市,蘆洲區,三民長榮路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,三民高中(民權路),均衡流動型
新北市,蘆洲區,中山一和平路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,中山二永安南路口,平穩低波動型
新北市,蘆洲區,中興復興路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,九芎街90巷口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,仁愛廣場,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,仁愛街70巷口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,光華長榮路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,國立空中大學(中正路174巷口),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,國道路二段88號,平穩低波動型
新北市,蘆洲區,彩虹兒童公園,平穩低波動型
新北市,蘆洲區,捷運三民高中站(1號出口),火車站周邊－通勤到達型－高滿車風險
新北市,蘆洲區,捷運三民高中站(2號出口),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,捷運徐匯中學站(1號出口),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,捷運蘆洲站,均衡流動型
新北市,蘆洲區,捷運蘆洲站(1號出口),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,捷運蘆洲站(蘆洲捷運公園),平穩低波動型
新北市,蘆洲區,普庵寺,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,林建生紀念圖書館,均衡流動型
新北市,蘆洲區,柳堤公園,均衡流動型
新北市,蘆洲區,正和中正路口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,民族路257巷/民族路327巷,均衡流動型
新北市,蘆洲區,民族路314巷口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,水河里活動中心,平穩低波動型
新北市,蘆洲區,永安兒童公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,永安南路九芎街71巷口,平穩低波動型
新北市,蘆洲區,永安南路二段16巷口,平穩低波動型
新北市,蘆洲區,永安圖書館,平穩低波動型
新北市,蘆洲區,永安長安街131巷口,平穩低波動型
新北市,蘆洲區,永平公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,永平公園(東南側),均衡流動型
新北市,蘆洲區,永康公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,溪墘公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲三民公園,平穩低波動型
新北市,蘆洲區,蘆洲中原公園,均衡流動型
新北市,蘆洲區,蘆洲中山立體停車場,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲中路公園,均衡流動型
新北市,蘆洲區,蘆洲仁愛國小(水湳街),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲兒五公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲兒四公園,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲國民運動中心,均衡流動型
新北市,蘆洲區,蘆洲延平派出所,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,蘆洲李宅古蹟,均衡流動型
新北市,蘆洲區,蘆洲環河公園,平穩低波動型
新北市,蘆洲區,蘆洲重陽大樓,平穩低波動型
新北市,蘆洲區,蘆洲鷺江停車場,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,重陽公園,均衡流動型
新北市,蘆洲區,長榮路211巷口,醫院周邊－雙尖峰高流動型
新北市,蘆洲區,長興光華路186巷口,平穩低波動型
新北市,蘆洲區,鴨母港停車場,平穩低波動型
新北市,蘆洲區,鴨母港抽水站,平穩低波動型
新北市,蘆洲區,鷺江國中(長興路298巷),醫院周邊－雙尖峰高流動型
新北市,蘆洲區,鷺江廣場,醫院周邊－雙尖峰高流動型
新北市,貢寮區,澳底公園,平穩低波動型
新北市,貢寮區,貢寮區公所,均衡流動型
新北市,貢寮區,龍門運動公園,平穩低波動型
新北市,金山區,中山溫泉公園,平穩低波動型
新北市,金山區,中山環金路口,平穩低波動型
新北市,金山區,中角灣,火車站周邊－通勤到達型－高滿車風險
新北市,金山區,臺大醫院金山分院,平穩低波動型
新北市,金山區,金山八德街,平穩低波動型
新北市,金山區,金山立體停車場(中興路),平穩低波動型
新北市,金山區,金美國小,平穩低波動型
新北市,雙溪區,牡丹車站,火車站周邊－通勤到達型－高滿車風險
新北市,雙溪區,雙溪車站,火車站周邊－通勤到達型－高滿車風險
新北市,鶯歌區,三鶯水資源回收中心,平穩低波動型
新北市,鶯歌區,中正一仁愛路口,平穩低波動型
新北市,鶯歌區,中湖市民活動中心,平穩低波動型
新北市,鶯歌區,二橋派出所,平穩低波動型
新北市,鶯歌區,二橋虹橋公園,平穩低波動型
新北市,鶯歌區,光明橋,平穩低波動型
新北市,鶯歌區,光明育智路口,平穩低波動型
新北市,鶯歌區,公八停車場,均衡流動型
新北市,鶯歌區,北鶯停車場,平穩低波動型
新北市,鶯歌區,北鶯公園,平穩低波動型
新北市,鶯歌區,南雅育智路口,平穩低波動型
新北市,鶯歌區,國中二甲路口,平穩低波動型
新北市,鶯歌區,國中高職東街口,平穩低波動型
新北市,鶯歌區,國際一路112巷口,平穩低波動型
新北市,鶯歌區,國際二國際一路口,平穩低波動型
新北市,鶯歌區,尖山公園,平穩低波動型
新北市,鶯歌區,尖山國中,平穩低波動型
新北市,鶯歌區,尖山路高厝巷口,平穩低波動型
新北市,鶯歌區,建國中正一路口(北鶯社區),平穩低波動型
新北市,鶯歌區,建國國小,平穩低波動型
新北市,鶯歌區,文化館前路口,平穩低波動型
新北市,鶯歌區,新北市立圖書館鶯歌分館,平穩低波動型
新北市,鶯歌區,新北市立鶯歌高級工商職業學校,均衡流動型
新北市,鶯歌區,新鳳公園,醫院周邊－雙尖峰高流動型
新北市,鶯歌區,永吉國小,平穩低波動型
新北市,鶯歌區,永和街65巷口,平穩低波動型
新北市,鶯歌區,永昌里兒一公園,平穩低波動型
新北市,鶯歌區,礫間停車場,平穩低波動型
新北市,鶯歌區,育英建國路口,醫院周邊－雙尖峰高流動型
新北市,鶯歌區,臺鐵鳳鳴站,醫院周邊－雙尖峰高流動型
新北市,鶯歌區,臺鐵鳳鳴站(鶯歌路),均衡流動型
新北市,鶯歌區,鳳一鳳吉一街口,平穩低波動型
新北市,鶯歌區,鳳七鶯歌路口,平穩低波動型
新北市,鶯歌區,鳳三龍七路口,平穩低波動型
新北市,鶯歌區,鳳五路122號前,平穩低波動型
新北市,鶯歌區,鳳吉四鳳七路口(捷士匯社區),平穩低波動型
新北市,鶯歌區,鳳祥公園,平穩低波動型
新北市,鶯歌區,鳳福公園,平穩低波動型
新北市,鶯歌區,鳳福鳳三路口,平穩低波動型
新北市,鶯歌區,鳳鳴國小,平穩低波動型
新北市,鶯歌區,鳳鳴機器人公園,平穩低波動型
新北市,鶯歌區,鶯歌國中,均衡流動型
新北市,鶯歌區,鶯歌國民運動中心,平穩低波動型
新北市,鶯歌區,鶯歌永利街,平穩低波動型
新北市,鶯歌區,鶯歌火車站(仁愛路),均衡流動型
新北市,鶯歌區,鶯歌火車站(仁愛路62號),均衡流動型
新北市,鶯歌區,鶯歌火車站(文化路),平穩低波動型
新北市,鶯歌區,鶯歌老街第二停車場,平穩低波動型
新北市,鶯歌區,鶯歌陶瓷博物館,平穩低波動型
新北市,鶯歌區,鶯歌陶瓷老街,平穩低波動型
新北市,鶯歌區,龍三鳳鳴路口,醫院周邊－雙尖峰高流動型
新北市,鶯歌區,龍五鳳七路口,平穩低波動型
新北市,鶯歌區,龍鳳夜市,平穩低波動型
