城市,行政區,場站名稱,總車柱數中位數,經度,緯度,場站類型原文,有效觀測筆數,資料涵蓋日數,資料起始時間,資料結束時間,平均可借比例,可借比例標準差,平均可還位比例,可還位比例標準差,平均不可用柱比例,平均活動強度30,活動強度30標準差,平均活動強度60,30分鐘連續資料率,60分鐘連續資料率,早高峰淨變化30比例,日間淨變化30比例,晚高峰淨變化30比例,夜間淨變化30比例,早高峰活動強度,日間活動強度,晚高峰活動強度,夜間活動強度,缺車率5,滿車率5,低車率10,低空位率10,早高峰缺車率,晚高峰缺車率,早高峰滿車率,晚高峰滿車率,平日活動強度,假日活動強度,國定假日活動強度,平日平均可借比例,假日平均可借比例,是否捷運站,是否火車站,是否公車站,是否學校,是否公園,是否商圈,是否醫院,平均每日可借比例範圍,假日相對平日活動差,假日相對平日可借比例差,分群
新北市,三峽區,三鶯國民運動中心停車場,32.0,121.36941000000752,24.936140000002553,"公車站,學校,公園,商圈",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.352277661976724,0.20270581436686125,0.6136605436859476,0.21393052384637035,0.03406179433732847,0.03988740422350962,0.07602758004367936,0.06552954088165355,0.9294771582421401,0.9496265416015286,0.021705163043478262,0.003679281345565749,-0.011741122565864834,-0.012005649717514125,0.04194972826086957,0.0507454128440367,0.05813287514318442,0.05063559322033898,0.04863644259162758,0.011116901163800591,0.10613166579815876,0.018586069133229112,0.018769551616266946,0.128125,0.016684045881126174,0.041666666666666664,0.03788360778443114,0.048154633620689655,0.03210823909531502,0.3357873002978608,0.3817829457364341,0,0,1,1,1,1,0,0.5841145833333333,0.010271025836258517,0.04599564543857332,平穩低波動型
新北市,三峽區,中園國小,20.0,121.3667403505284,24.927562225584236,"公車站,學校,公園",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.46313183949974096,0.19858220227072224,0.5235365641827331,0.20233212722391905,0.013331596317526293,0.039448263050344115,0.08832924344379998,0.06467104064151756,0.9350356088240404,0.9531005732152162,-0.0054418103448275745,-0.012110858010630221,0.004043280182232348,0.013329583802024753,0.05576508620689645,0.03785117691723599,0.07796127562642349,0.040551181102362284,0.030224075039082855,0.006253256904637832,0.05923223901337502,0.011638005905853743,0.02502606882168926,0.12083333333333333,0.004171011470281543,0.03229166666666667,0.04396910279263207,0.0365164520743919,0.021486268174474993,0.4713512049824013,0.44842538759689915,0,0,1,1,1,0,0,0.5637500000000001,-0.007452650718240167,-0.022925817385502145,平穩低波動型
新北市,三峽區,中園國小(民權街),19.0,121.36766999999169,24.928530000002034,"公車站,學校,公園",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.43834965213972854,0.17934340260123277,0.5336935355585364,0.18581658782077728,0.02795681230172932,0.028071479572374967,0.06788868570374515,0.04641593047682163,0.9346882056626715,0.9531005732152162,-0.007429673321234123,-0.005843506103662194,5.994485073732153e-05,0.01083417204428393,0.03839609800362989,0.023934360616369926,0.055448986932022756,0.03392339115505311,0.009206183776272364,0.002258120548896995,0.039256557234670836,0.004168837936425221,0.03023983315954119,0.06458333333333334,0.0,0.015625,0.03125977845922814,0.02586401626383568,0.01572995493580476,0.4452947966993003,0.42592309261525835,0,0,1,1,1,0,0,0.46008771929824577,-0.0053957621953924575,-0.01937170408404193,平穩低波動型
新北市,三峽區,中園街福隆宮,15.0,121.36716999999149,24.922390000002427,"公車站,公園,商圈",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.4266574025823686,0.18489295942916778,0.5571072896763308,0.18844072636825232,0.016235307741300546,0.027242813683491532,0.06393716256200135,0.045175038051749696,0.9326037866944589,0.9510161542470037,-0.005144927536231884,-0.00812388931200811,0.00037965072133636904,0.011923509561304831,0.0363043478260869,0.02711348057882716,0.04593773728170091,0.03517060367454061,0.006774361646690985,0.000694806322737537,0.07225985756470384,0.002431822129581379,0.06360792492179354,0.10520833333333333,0.0031282586027111575,0.00625,0.02737030411449021,0.030038204393505387,0.02024771136241247,0.42449679573968974,0.43052325581395184,0,0,1,0,1,1,0,0.4477777777777778,0.0026679002790151764,0.006026460074262108,平穩低波動型
新北市,三峽區,中山科學研究院,14.0,121.35511999999724,24.903279999998826,公車站,5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.4937343358395877,0.15461716109085533,0.4913273282215489,0.1574502231742796,0.014938335938856894,0.005068867599055251,0.028501195997295285,0.008760967481579821,0.9350356088240404,0.9531005732152162,0.0007697044334975374,-0.0016813103373467839,0.0017897819720143176,-0.0008838180941668005,0.005541871921182266,0.00634559062805076,0.009437032216075487,0.003615619476136914,0.0020844189682126106,0.0,0.016327948584332116,0.0017370158068438423,0.017726798748696558,0.020833333333333332,0.0,0.007291666666666667,0.004626092861386972,0.005518087063151434,0.006462035541195482,0.49309504467912424,0.4948781838316722,0,0,1,0,0,0,0,0.13988095238095238,0.000891994201764462,0.0017831391525479634,平穩低波動型
新北市,三峽區,中華愛國路口,10.0,121.37462000000855,24.932700000002185,"公車站,學校,公園,商圈,醫院",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.4454924439812432,0.2287970205270052,0.541097793989923,0.2279452671426064,0.013409762028834517,0.077614712985325,0.1380388821421046,0.11713140149444409,0.9350356088240404,0.9531005732152162,0.0017241379310344845,0.00220197418375094,-0.0029612756264236905,-0.005174353205849268,0.07780172413793111,0.08405466970387204,0.14533029612756238,0.08908886389201354,0.022407503908285567,0.030224075039082855,0.10265763418447107,0.06531179433732846,0.08967674661105318,0.121875,0.04171011470281543,0.17291666666666666,0.07599524658348084,0.08540772532188812,0.068820678513732,0.4457351746547528,0.4450581395348824,0,0,1,1,1,1,1,0.8266666666666664,0.009412478738407282,-0.0006770351198704394,醫院周邊－雙尖峰高流動型
新北市,三峽區,介壽國小,26.0,121.37912000001245,24.93025999999689,"公車站,學校,公園,醫院",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.44084793094694197,0.18623473278188052,0.5368247351050891,0.1859969603233753,0.022327333947968996,0.026457937381214273,0.06076936172060477,0.04278644628562619,0.9350356088240404,0.9531005732152162,0.008164787798408476,-0.000408854622977629,-0.014061678640266341,0.006403045773124513,0.021261604774535824,0.031014543543017605,0.04428771683896988,0.03850480228433003,0.02171269758554803,0.0034740316136876847,0.027271148167448325,0.007121764808059754,0.016684045881126174,0.03229166666666667,0.008342022940563087,0.01875,0.02548105489281967,0.03106085616815253,0.02137442525164654,0.44621841738007667,0.43123881932021574,0,0,1,1,1,0,1,0.4413461538461539,0.005579801275332863,-0.014979598059860932,平穩低波動型
新北市,三峽區,光明停車場,15.0,121.37410000000725,24.930359999998668,"公車站,學校,公園,醫院",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.44979445312952726,0.17242151111307005,0.5428058595333176,0.17417591599635612,0.007399687337154843,0.02384056621344753,0.06469636683498188,0.039086757990867076,0.9326037866944589,0.9510161542470037,-0.0009420289855072491,-0.0023356181772023377,-0.0008352315869400152,0.0008998875140607425,0.028043478260869514,0.023762376237623704,0.0483675018982537,0.025046869141357283,0.005558450581900296,0.0012159110647906896,0.031439986103873545,0.005037345839847143,0.023983315954118872,0.06354166666666666,0.0,0.013541666666666667,0.023712979526933173,0.027411652340019164,0.01647819063004845,0.43832475855221587,0.4703165374677017,0,0,1,1,1,0,1,0.3849999999999999,0.003698672813085991,0.031991778915485825,平穩低波動型
新北市,三峽區,光明路69巷口,17.0,121.37725999998813,24.929180000003182,"公車站,學校,公園,醫院",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.4039276992714725,0.1708538297948722,0.5786204007397767,0.17327217526862576,0.017451899988761028,0.024497961236158317,0.056365099662189416,0.03835804414712959,0.9346882056626715,0.9531005732152162,-0.003739858012170382,-0.0046522030865578145,-0.0028138818169636862,0.011314762125322548,0.02275608519269771,0.02818161485126374,0.04006431729867342,0.03129755839343603,0.0010422094841063053,0.00017370158068438424,0.021191592843494877,0.0012159110647906896,0.008342022940563087,0.035416666666666666,0.0,0.00625,0.02400853325872602,0.02802322645796521,0.01919604675472771,0.4230101463818682,0.369784541723668,0,0,1,1,1,0,1,0.3833333333333332,0.004014693199239191,-0.0532256046582002,平穩低波動型
新北市,三峽區,八安大橋(清水街),10.0,121.36890999999598,24.927010000000728,"公車站,學校,公園",5757,120,2026-01-01 00:00:00,2026-04-30 23:30:00,0.3985235365641864,0.2017201263931718,0.5778704186208079,0.20738648499311393,0.023606044815007526,0.04067923119984993,0.09509423196125875,0.06551471932711689,0.930866770887615,0.9499739447628973,-0.00021739130434782653,-0.001755725190839696,-0.010946408209806165,0.011386696730552414,0.055000000000000236,0.04587786259542011,0.07137970353477793,0.03889515219842176,0.02553413236060448,0.006948063227375369,0.13479242661108215,0.019628278617335418,0.11574556830031282,0.25,0.014598540145985401,0.0375,0.04080047789725174,0.04518678160919561,0.029886914378029067,0.40685079880855435,0.38362403100775244,0,0,1,1,1,0,0,0.5808333333333332,0.004386303711943873,-0.023226767800801906,平穩低波動型
